row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
1877,CA-2017-112039,3/25/2017,3/29/2017,"Standard Class",JC-15775,TEC-PH-10000984,470.38,3,0.20,47.04
1878,CA-2017-118885,12/29/2017,1/2/2018,"Standard Class",JG-15160,FUR-CH-10002880,393.57,4,0.20,-44.28
1879,CA-2017-118885,12/29/2017,1/2/2018,"Standard Class",JG-15160,TEC-PH-10002563,302.38,3,0.20,22.68
1882,CA-2015-109512,3/5/2015,3/5/2015,"Same Day",LF-17185,FUR-CH-10001146,383.61,7,0.10,63.93
1883,CA-2015-109512,3/5/2015,3/5/2015,"Same Day",LF-17185,OFF-ST-10000689,563.40,4,0.00,67.61
1888,CA-2014-140165,5/13/2014,5/15/2014,"First Class",EH-14005,OFF-BI-10004519,398.35,8,0.70,-331.96
1890,CA-2014-142587,10/21/2014,10/22/2014,"First Class",TB-21520,FUR-TA-10000617,409.59,3,0.40,-122.88
1896,CA-2015-109197,12/31/2015,1/4/2016,"Standard Class",JO-15280,OFF-BI-10004632,487.98,2,0.20,152.50
1897,CA-2017-141789,10/3/2017,10/6/2017,"First Class",AC-10450,OFF-BI-10001359,1793.98,2,0.00,843.17
1899,CA-2014-169775,8/29/2014,9/2/2014,"Second Class",RA-19945,OFF-BI-10004390,505.18,4,0.70,-336.78
1904,CA-2017-167094,10/21/2017,10/22/2017,"First Class",DK-12835,FUR-CH-10000155,478.48,2,0.20,47.85
1906,CA-2017-154410,10/21/2017,10/24/2017,"First Class",MD-17860,OFF-ST-10002743,909.12,8,0.00,9.09
1912,CA-2017-121503,7/3/2017,7/6/2017,"Second Class",FH-14275,OFF-PA-10001878,273.90,7,0.20,92.44
1913,CA-2017-121503,7/3/2017,7/6/2017,"Second Class",FH-14275,TEC-MA-10003674,597.13,3,0.40,49.76
1919,CA-2015-123673,10/30/2015,11/1/2015,"Second Class",CH-12070,TEC-PH-10001809,299.90,2,0.00,74.98
1920,US-2017-111423,8/17/2017,8/19/2017,"First Class",EH-13765,OFF-BI-10003091,895.92,5,0.20,302.37
1921,US-2017-111423,8/17/2017,8/19/2017,"First Class",EH-13765,FUR-CH-10003981,462.56,2,0.10,97.65
1923,CA-2016-156685,7/8/2016,7/10/2016,"Second Class",SC-20230,TEC-PH-10004345,863.64,9,0.20,107.96
1931,US-2017-101539,3/16/2017,3/18/2017,"Second Class",VM-21685,TEC-PH-10004165,659.98,3,0.20,49.50
1932,CA-2016-152121,11/27/2016,11/29/2016,"Second Class",CC-12670,TEC-PH-10002483,271.99,1,0.20,23.80
1935,CA-2017-101245,11/27/2017,12/3/2017,"Standard Class",LW-16990,OFF-PA-10003129,244.55,5,0.00,114.94
1941,CA-2016-112109,7/8/2016,7/12/2016,"Standard Class",JE-15715,FUR-CH-10004287,662.88,3,0.20,74.57
1949,CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,FUR-TA-10001889,254.53,1,0.40,-93.33
1954,CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,FUR-CH-10003379,1282.41,5,0.10,213.74
1956,CA-2017-157987,9/2/2017,9/6/2017,"Standard Class",AC-10615,TEC-AC-10002842,238.00,2,0.00,38.08
1961,CA-2017-110905,9/10/2017,9/15/2017,"Second Class",RW-19690,TEC-AC-10003023,296.85,5,0.00,53.43
1965,CA-2017-110905,9/10/2017,9/15/2017,"Second Class",RW-19690,OFF-ST-10000025,286.29,3,0.00,17.18
1967,CA-2017-165841,12/21/2017,12/28/2017,"Standard Class",DB-13210,TEC-PH-10002103,281.97,3,0.00,78.95
1970,CA-2017-117485,9/23/2017,9/29/2017,"Standard Class",BD-11320,TEC-AC-10004659,291.96,4,0.00,102.19
1972,CA-2017-140242,5/6/2017,5/11/2017,"Standard Class",ML-17755,TEC-AC-10004659,408.74,7,0.20,76.64
1976,CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,OFF-ST-10001522,275.97,3,0.00,11.04
1977,CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,TEC-PH-10002352,1394.95,5,0.00,362.69
1978,CA-2014-110408,10/18/2014,10/20/2014,"Second Class",AS-10225,FUR-CH-10003774,545.88,6,0.00,70.96
1980,CA-2016-112669,4/14/2016,4/14/2016,"Same Day",KT-16465,FUR-CH-10004086,933.54,4,0.20,105.02
1983,CA-2014-122749,12/3/2014,12/9/2014,"Standard Class",NG-18430,TEC-PH-10003811,479.96,4,0.00,134.39
1984,CA-2014-164721,11/25/2014,11/27/2014,"Second Class",LW-16825,OFF-AP-10000240,320.88,6,0.00,93.06
1987,CA-2016-147417,7/25/2016,7/27/2016,"First Class",CB-12415,TEC-CO-10001449,1439.98,4,0.40,192.00
1989,CA-2015-127509,11/9/2015,11/13/2015,"Standard Class",AS-10090,FUR-TA-10002855,1024.38,7,0.00,215.12
1996,US-2017-147221,12/2/2017,12/4/2017,"Second Class",JS-16030,OFF-AP-10002534,294.62,5,0.80,-766.01
2004,CA-2017-163510,12/25/2017,12/28/2017,"Second Class",JW-15955,FUR-CH-10001146,304.45,5,0.00,76.11
2010,CA-2014-116407,11/15/2014,11/21/2014,"Standard Class",JF-15190,OFF-AP-10002118,333.06,2,0.20,29.14
2014,CA-2016-145905,9/18/2016,9/23/2016,"Standard Class",AM-10705,FUR-CH-10001854,350.98,1,0.00,84.24
2016,CA-2016-145905,9/18/2016,9/23/2016,"Standard Class",AM-10705,OFF-ST-10003716,900.08,4,0.00,117.01
2021,CA-2016-168354,9/19/2016,9/21/2016,"First Class",RH-19510,OFF-ST-10001490,1606.23,9,0.00,481.87
2024,CA-2016-168354,9/19/2016,9/21/2016,"First Class",RH-19510,FUR-CH-10004675,872.32,4,0.00,244.25
2025,US-2017-111241,8/20/2017,8/22/2017,"Second Class",GM-14500,OFF-BI-10002867,239.12,5,0.20,77.71
2036,CA-2017-162481,9/25/2017,9/29/2017,"Standard Class",CT-11995,FUR-CH-10003061,269.97,3,0.00,51.29
2047,CA-2016-131835,7/17/2016,7/21/2016,"Standard Class",MC-17590,TEC-PH-10001760,597.00,3,0.00,280.59
2049,CA-2015-142237,7/11/2015,7/13/2015,"First Class",CK-12595,FUR-FU-10004848,289.80,7,0.20,36.23
2052,CA-2015-142237,7/11/2015,7/13/2015,"First Class",CK-12595,FUR-CH-10003833,341.49,8,0.30,-73.18
2057,CA-2017-120376,12/22/2017,12/25/2017,"First Class",TP-21130,FUR-CH-10002335,1586.69,7,0.00,412.54
2059,CA-2017-120376,12/22/2017,12/25/2017,"First Class",TP-21130,FUR-TA-10004534,411.80,2,0.00,70.01
2065,CA-2014-106439,10/31/2014,11/4/2014,"Standard Class",GG-14650,OFF-ST-10001963,405.64,4,0.00,12.17
2067,CA-2014-106439,10/31/2014,11/4/2014,"Standard Class",GG-14650,TEC-AC-10004568,251.91,9,0.00,47.86
2070,CA-2015-133452,4/13/2015,4/19/2015,"Standard Class",ZC-21910,FUR-TA-10003954,710.83,3,0.20,-97.74
2072,US-2017-110996,11/20/2017,11/25/2017,"Standard Class",KA-16525,FUR-CH-10003956,283.92,5,0.20,-46.14
2075,CA-2017-122504,11/7/2017,11/12/2017,"Second Class",DB-13270,TEC-PH-10002468,761.54,7,0.20,66.64
2087,CA-2016-140501,6/23/2016,6/28/2016,"Standard Class",IM-15070,OFF-ST-10000060,324.90,5,0.00,38.99
2092,CA-2017-166142,7/15/2017,7/19/2017,"Standard Class",MM-17260,FUR-TA-10004607,310.44,3,0.30,-48.78
2093,CA-2014-145926,11/17/2014,11/21/2014,"Standard Class",MP-17470,FUR-CH-10004289,479.90,5,0.00,81.58
2096,US-2016-146570,5/15/2016,5/20/2016,"Standard Class",SN-20710,OFF-BI-10001718,511.84,8,0.00,240.56
2100,CA-2017-124401,9/7/2017,9/12/2017,"Standard Class",RD-19900,TEC-AC-10002926,279.94,7,0.20,80.48
2101,US-2014-140116,3/10/2014,3/17/2014,"Standard Class",KT-16480,OFF-ST-10000078,636.41,3,0.20,-15.91
2103,CA-2014-123295,7/18/2014,7/18/2014,"Same Day",AH-10120,FUR-CH-10002372,259.14,4,0.20,-25.91
2109,CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,OFF-BI-10004519,398.35,3,0.20,124.49
2112,CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,FUR-CH-10004218,323.14,4,0.20,20.20
2114,CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,TEC-PH-10001578,1295.84,4,0.20,145.78
2116,CA-2015-164882,10/31/2015,10/31/2015,"Same Day",SG-20080,FUR-BO-10002213,425.83,1,0.15,20.04
2120,CA-2017-155460,4/13/2017,4/15/2017,"First Class",RW-19630,OFF-BI-10003091,895.92,5,0.20,302.37
2123,CA-2017-167381,9/22/2017,9/24/2017,"Second Class",EH-14005,FUR-BO-10001972,241.96,2,0.00,41.13
2142,CA-2014-159520,6/6/2014,6/11/2014,"Standard Class",GT-14635,FUR-TA-10003238,991.76,3,0.40,-347.12
2146,US-2016-152051,6/25/2016,6/29/2016,"Standard Class",TS-21160,FUR-CH-10002965,422.06,3,0.30,-18.09
2148,US-2016-152051,6/25/2016,6/29/2016,"Standard Class",TS-21160,OFF-ST-10001713,254.35,6,0.20,-50.87
2151,US-2017-139969,11/19/2017,11/26/2017,"Standard Class",AF-10870,FUR-CH-10001973,233.06,3,0.30,-53.27
2157,CA-2014-124646,6/22/2014,6/24/2014,"First Class",DV-13465,OFF-ST-10001097,501.81,3,0.00,0.00
2163,CA-2017-166296,3/13/2017,3/19/2017,"Standard Class",KF-16285,OFF-PA-10004359,314.55,3,0.00,150.98
2172,US-2017-137491,11/19/2017,11/25/2017,"Standard Class",LC-16930,FUR-CH-10004675,305.31,2,0.30,-8.72
2182,CA-2016-128818,5/7/2016,5/11/2016,"Standard Class",CJ-12010,FUR-CH-10002084,442.76,4,0.10,59.04
2183,CA-2016-128818,5/7/2016,5/11/2016,"Standard Class",CJ-12010,TEC-MA-10000488,3999.95,5,0.00,1159.99
2190,CA-2017-143063,8/10/2017,8/15/2017,"Standard Class",IL-15100,TEC-PH-10003645,1454.49,9,0.00,378.17
2202,US-2014-165659,6/1/2014,6/6/2014,"Standard Class",LT-17110,TEC-PH-10002563,881.93,7,0.00,229.30
2210,CA-2014-125556,11/14/2014,11/16/2014,"Second Class",ML-17410,TEC-PH-10001079,832.93,7,0.00,233.22
2216,CA-2017-129378,10/1/2017,10/2/2017,"First Class",NS-18505,OFF-AP-10000576,241.96,2,0.00,60.49
2221,CA-2017-130841,7/28/2017,8/1/2017,"Standard Class",MH-17620,TEC-PH-10001817,1145.60,4,0.20,100.24
2222,CA-2015-131884,12/6/2015,12/6/2015,"Same Day",DK-13375,TEC-PH-10001578,485.94,2,0.40,-89.09
2229,CA-2016-139157,10/1/2016,10/5/2016,"Standard Class",GM-14680,FUR-TA-10003238,330.59,1,0.40,-115.71
2230,CA-2014-128055,3/31/2014,4/5/2014,"Standard Class",AA-10315,OFF-BI-10004390,673.57,2,0.20,252.59
2232,CA-2017-157091,6/26/2017,7/1/2017,"Standard Class",DB-13405,FUR-FU-10000293,526.45,5,0.00,31.59
2234,CA-2015-123232,12/14/2015,12/16/2015,"Second Class",DJ-13630,TEC-PH-10001051,319.97,4,0.20,36.00
2240,CA-2016-146633,11/15/2016,11/17/2016,"Second Class",TG-21310,OFF-BI-10003527,1016.79,1,0.20,381.30
2242,US-2016-126893,11/26/2016,12/1/2016,"Standard Class",CT-11995,TEC-PH-10004165,494.98,3,0.40,-115.50
2247,CA-2017-103380,11/21/2017,11/25/2017,"Standard Class",BF-11005,TEC-PH-10004165,659.98,3,0.20,49.50
2251,CA-2015-116092,2/15/2015,2/18/2015,"Second Class",JM-16195,OFF-AP-10001391,541.44,6,0.00,157.02
2256,CA-2016-164091,9/17/2016,9/22/2016,"Standard Class",LA-16780,TEC-PH-10001944,437.85,3,0.00,131.36
2258,CA-2017-105214,6/16/2017,6/19/2017,"First Class",TS-21610,FUR-CH-10000015,1212.96,7,0.20,90.97
2261,CA-2015-117611,11/8/2015,11/10/2015,"Second Class",MZ-17335,TEC-AC-10002049,371.97,3,0.00,66.95
2263,CA-2017-122994,2/6/2017,2/9/2017,"First Class",MV-17485,FUR-BO-10004015,359.97,3,0.00,79.19
2264,CA-2016-131065,11/14/2016,11/16/2016,"Second Class",AA-10375,TEC-AC-10004145,499.98,2,0.00,115.00
2273,CA-2015-142944,3/6/2015,3/11/2015,"Standard Class",JL-15850,FUR-FU-10000308,435.26,7,0.00,95.76
2274,CA-2015-142944,3/6/2015,3/11/2015,"Standard Class",JL-15850,TEC-CO-10003763,1119.98,2,0.20,377.99
2277,CA-2014-104283,6/27/2014,7/1/2014,"Standard Class",LM-17065,OFF-ST-10004337,306.20,5,0.00,0.00
2281,CA-2017-142622,10/30/2017,11/2/2017,"First Class",JK-15625,FUR-CH-10004289,614.27,8,0.20,-23.04
2290,CA-2017-115154,1/8/2017,1/11/2017,"First Class",RS-19420,FUR-TA-10001950,892.98,2,0.00,80.37
2291,CA-2015-149342,4/20/2015,4/25/2015,"Standard Class",TS-21160,TEC-PH-10001557,287.97,3,0.00,77.75
2292,CA-2015-149342,4/20/2015,4/25/2015,"Standard Class",TS-21160,FUR-FU-10002937,595.38,6,0.00,297.69
2297,CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,FUR-FU-10000965,259.70,5,0.00,106.48
2299,CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,TEC-AC-10001838,1399.93,7,0.00,601.97
2300,CA-2015-113145,11/1/2015,11/5/2015,"Standard Class",VD-21670,TEC-PH-10002597,503.96,4,0.00,125.99
2303,CA-2016-106558,1/17/2016,1/21/2016,"Standard Class",DL-13495,TEC-AC-10001142,316.00,4,0.00,31.60
2304,CA-2017-157931,9/17/2017,9/22/2017,"Second Class",MO-17800,FUR-CH-10000785,723.92,4,0.00,188.22
2308,CA-2017-116225,11/5/2017,11/9/2017,"Standard Class",SV-20935,TEC-AC-10001432,390.75,5,0.00,171.93
2309,US-2017-120418,6/11/2017,6/12/2017,"First Class",BC-11125,FUR-CH-10001394,280.79,1,0.20,35.10
2315,CA-2017-122035,7/20/2017,7/25/2017,"Standard Class",EM-13825,OFF-AP-10002118,416.32,2,0.00,112.41
2319,CA-2017-122035,7/20/2017,7/25/2017,"Standard Class",EM-13825,TEC-AC-10003095,389.97,3,0.00,132.59
2321,CA-2017-165491,3/20/2017,3/24/2017,"Standard Class",HW-14935,TEC-AC-10000358,265.93,7,0.00,63.82
2325,CA-2015-109470,12/31/2015,1/3/2016,"Second Class",KC-16255,OFF-BI-10000977,364.80,12,0.00,167.81
2330,US-2015-147739,12/25/2015,12/29/2015,"Standard Class",JD-16150,FUR-FU-10001468,547.14,4,0.20,-68.39
2333,CA-2017-169285,3/21/2017,3/25/2017,"Standard Class",RW-19690,OFF-PA-10004071,277.40,5,0.00,133.15
2337,CA-2017-152695,12/10/2017,12/10/2017,"Same Day",CC-12220,OFF-AP-10000026,426.79,7,0.00,123.77
2345,CA-2016-119025,2/22/2016,2/28/2016,"Standard Class",PV-18985,OFF-AP-10001205,490.32,9,0.00,137.29
2348,CA-2016-159373,3/13/2016,3/18/2016,"Standard Class",LT-17110,FUR-TA-10004619,557.59,5,0.30,0.00
2354,CA-2015-111514,8/31/2015,9/2/2015,"First Class",SC-20260,FUR-BO-10002545,1552.83,7,0.15,200.95
2357,CA-2015-111514,8/31/2015,9/2/2015,"First Class",SC-20260,TEC-MA-10000597,239.98,3,0.20,80.99
2358,US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,FUR-TA-10003473,1579.75,7,0.40,-447.59
2359,US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,FUR-TA-10001950,1071.58,4,0.40,-553.65
2360,US-2014-148838,3/17/2014,3/21/2014,"Standard Class",CP-12340,FUR-TA-10004175,613.91,3,0.40,-122.78
2369,US-2016-129469,9/23/2016,9/27/2016,"Standard Class",KL-16555,FUR-FU-10002298,532.70,6,0.20,-26.64
2371,CA-2017-155152,7/7/2017,7/9/2017,"Second Class",MP-17965,TEC-AC-10004353,252.00,4,0.00,93.24
2375,CA-2016-159940,7/7/2016,7/11/2016,"Second Class",BF-11020,FUR-CH-10000785,253.37,2,0.30,-14.48
2387,US-2017-117534,3/25/2017,3/26/2017,"First Class",CV-12295,TEC-CO-10000971,479.98,2,0.20,60.00
2392,US-2015-127040,12/6/2015,12/10/2015,"Standard Class",SG-20605,TEC-AC-10002637,1619.91,9,0.00,97.19
2400,CA-2017-147361,9/9/2017,9/15/2017,"Standard Class",SB-20290,OFF-ST-10001809,628.81,7,0.00,12.58
2404,US-2016-110170,9/27/2016,10/3/2016,"Standard Class",HM-14860,FUR-BO-10000780,956.66,7,0.32,-225.10
2405,CA-2017-108574,10/7/2017,10/11/2017,"Standard Class",MG-18145,TEC-AC-10002049,1115.91,9,0.00,200.86
2409,CA-2017-144589,1/20/2017,1/25/2017,"Standard Class",TM-21010,TEC-PH-10003072,359.98,3,0.20,130.49
2414,CA-2014-151295,11/12/2014,11/16/2014,"Standard Class",JA-15970,FUR-TA-10002356,629.06,3,0.20,31.45
2415,CA-2016-156300,12/29/2016,1/2/2017,"Standard Class",TB-21595,FUR-CH-10001714,754.45,5,0.00,60.36
2416,CA-2015-146087,7/6/2015,7/11/2015,"Standard Class",PP-18955,FUR-BO-10002824,301.96,2,0.00,60.39
2417,CA-2017-168655,10/12/2017,10/18/2017,"Standard Class",ML-18040,TEC-AC-10002842,595.00,5,0.00,95.20
2419,CA-2016-107202,5/21/2016,5/28/2016,"Standard Class",LC-16930,TEC-MA-10000112,2396.40,10,0.20,179.73
2422,CA-2016-155551,4/18/2016,4/23/2016,"Standard Class",CR-12580,OFF-ST-10003656,230.38,3,0.20,-48.95
2426,US-2017-147669,12/25/2017,12/30/2017,"Standard Class",SV-20935,FUR-TA-10002645,273.06,2,0.40,-104.67
2433,CA-2014-148586,3/25/2014,4/1/2014,"Standard Class",AZ-10750,FUR-CH-10002439,366.79,7,0.10,65.21
2436,CA-2015-154746,11/14/2015,11/17/2015,"First Class",PJ-18835,OFF-AP-10003057,826.11,3,0.00,322.18
2437,CA-2017-140053,7/3/2017,7/10/2017,"Standard Class",CA-12265,FUR-FU-10003708,545.85,9,0.00,114.63
2441,CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,TEC-PH-10004614,345.00,5,0.00,86.25
2443,CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,OFF-AP-10003217,662.84,4,0.00,172.34
2446,CA-2016-146934,5/22/2016,5/27/2016,"Standard Class",AF-10870,TEC-PH-10001336,257.98,2,0.00,74.81
2448,CA-2016-119165,10/31/2016,11/6/2016,"Standard Class",BD-11320,FUR-CH-10000988,492.84,5,0.30,-14.08
2449,CA-2015-128027,9/14/2015,9/17/2015,"Second Class",CM-12385,OFF-ST-10001809,269.49,3,0.00,5.39
2468,CA-2017-128755,5/4/2017,5/8/2017,"Standard Class",MK-18160,OFF-ST-10003306,571.44,4,0.00,165.72
2472,US-2016-135923,1/22/2016,1/28/2016,"Standard Class",CM-11935,FUR-BO-10002213,451.14,4,0.20,-67.67
2477,CA-2016-114972,11/3/2016,11/6/2016,"First Class",PF-19225,OFF-AP-10003057,1101.48,4,0.00,429.58
2478,CA-2017-102750,9/4/2017,9/8/2017,"Second Class",GM-14695,FUR-TA-10000198,1322.35,3,0.20,-99.18
2482,CA-2017-147956,12/24/2017,12/31/2017,"Standard Class",AH-10210,OFF-ST-10001097,1003.62,6,0.00,0.00
2484,CA-2017-126067,8/28/2017,9/3/2017,"Standard Class",KN-16705,FUR-TA-10000617,1137.75,5,0.00,250.31
2490,CA-2015-141040,10/9/2015,10/13/2015,"Second Class",TB-21250,TEC-PH-10001835,631.96,4,0.00,303.34
2493,CA-2014-144624,11/19/2014,11/23/2014,"Standard Class",JM-15865,TEC-PH-10002885,4548.81,7,0.00,1228.18
2494,CA-2016-146206,9/10/2016,9/14/2016,"Second Class",KT-16480,FUR-TA-10004086,300.93,5,0.30,-34.39
2495,CA-2016-146206,9/10/2016,9/14/2016,"Second Class",KT-16480,TEC-PH-10000895,719.96,5,0.20,54.00
2496,CA-2014-136644,6/16/2014,6/22/2014,"Standard Class",SC-20575,FUR-CH-10000225,647.84,8,0.00,32.39
2506,CA-2014-143917,7/25/2014,7/27/2014,"Second Class",KL-16645,OFF-SU-10000151,8187.65,5,0.00,327.51
2510,CA-2017-163902,3/2/2017,3/8/2017,"Standard Class",MY-17380,TEC-AC-10000580,479.94,6,0.00,52.79
2511,CA-2016-136812,11/18/2016,11/23/2016,"Standard Class",AW-10930,OFF-ST-10003470,1117.92,4,0.00,55.90
2516,CA-2014-106572,9/5/2014,9/10/2014,"Standard Class",NP-18700,OFF-ST-10000585,264.32,2,0.20,19.82
2517,CA-2014-128888,11/15/2014,11/22/2014,"Standard Class",PB-19105,OFF-EN-10003001,604.66,9,0.20,204.07
2521,CA-2016-124352,10/15/2016,10/21/2016,"Standard Class",CD-12790,OFF-AP-10002651,868.59,3,0.00,251.89
2534,CA-2014-111500,8/17/2014,8/21/2014,"Standard Class",DJ-13510,TEC-AC-10000844,339.96,4,0.00,122.39
2535,US-2017-117723,8/15/2017,8/18/2017,"Second Class",DL-13495,OFF-ST-10004459,1801.63,6,0.20,-337.81
2538,CA-2015-168746,1/27/2015,1/29/2015,"Second Class",SV-20365,TEC-PH-10000895,431.98,4,0.40,-100.79
2540,CA-2015-113404,7/16/2015,7/16/2015,"Same Day",EM-13810,FUR-CH-10003312,1348.70,6,0.20,-219.16
2541,CA-2015-113404,7/16/2015,7/16/2015,"Same Day",EM-13810,FUR-CH-10004086,700.15,3,0.20,78.77
2549,US-2015-128090,8/16/2015,8/22/2015,"Standard Class",JM-15865,TEC-PH-10002624,1879.96,5,0.20,211.50
2550,US-2015-128090,8/16/2015,8/22/2015,"Standard Class",JM-15865,OFF-PA-10001878,313.02,8,0.20,105.65
2552,CA-2017-101042,11/19/2017,11/23/2017,"Standard Class",AB-10105,FUR-FU-10004665,821.88,6,0.00,213.69
2555,CA-2016-118626,8/15/2016,8/20/2016,"Standard Class",JC-15775,TEC-PH-10000369,705.54,7,0.20,70.55
2559,CA-2015-147788,5/31/2015,6/4/2015,"Standard Class",TM-21010,FUR-BO-10004357,1406.86,7,0.00,140.69
2561,CA-2015-147788,5/31/2015,6/4/2015,"Standard Class",TM-21010,OFF-ST-10000046,323.10,2,0.00,61.39
2568,CA-2017-123967,11/1/2017,11/3/2017,"Second Class",SF-20200,FUR-TA-10003954,2665.62,9,0.00,239.91
2569,CA-2017-148929,9/7/2017,9/11/2017,"Standard Class",SP-20620,OFF-ST-10003282,478.08,8,0.00,133.86
2573,CA-2016-155845,8/12/2016,8/15/2016,"Second Class",CM-12235,TEC-AC-10004145,1399.94,7,0.20,52.50
2574,CA-2017-145128,7/9/2017,7/14/2017,"Standard Class",SM-20320,FUR-FU-10000293,526.45,5,0.00,31.59
2576,CA-2014-129091,11/22/2014,11/27/2014,"Standard Class",RA-19885,OFF-BI-10001071,319.90,5,0.00,156.75
2578,CA-2014-129091,11/22/2014,11/27/2014,"Standard Class",RA-19885,OFF-AP-10002734,675.12,3,0.00,290.30
2580,US-2014-155502,1/26/2014,1/31/2014,"Standard Class",SD-20485,OFF-ST-10004337,489.92,8,0.00,0.00
2587,CA-2017-131695,6/30/2017,7/6/2017,"Standard Class",RA-19285,OFF-ST-10001476,248.57,7,0.00,67.11
2590,CA-2016-137729,5/5/2016,5/9/2016,"Standard Class",BF-11005,TEC-PH-10001433,246.17,3,0.20,21.54
2592,US-2016-115455,9/8/2016,9/14/2016,"Standard Class",SE-20110,FUR-TA-10003569,601.47,3,0.50,-300.74
2594,CA-2017-128300,11/24/2017,11/26/2017,"Second Class",RS-19765,OFF-BI-10001597,327.84,8,0.00,157.36
2596,CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,OFF-BI-10004632,914.97,3,0.00,411.74
2597,CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,TEC-PH-10002310,587.97,3,0.00,158.75
2598,CA-2017-149048,5/13/2017,5/17/2017,"Standard Class",BM-11650,OFF-ST-10000078,530.34,2,0.00,95.46
2603,CA-2016-165848,6/4/2016,6/4/2016,"Same Day",EN-13780,TEC-MA-10003356,1349.85,3,0.00,364.46
2610,CA-2014-127446,11/25/2014,11/30/2014,"Standard Class",MC-17590,FUR-TA-10000577,1218.74,5,0.30,-121.87
2615,CA-2014-147298,4/26/2014,5/3/2014,"Standard Class",AG-10300,FUR-CH-10004886,230.28,3,0.20,23.03
2624,CA-2017-127180,10/22/2017,10/24/2017,"First Class",TA-21385,TEC-CO-10004722,11199.97,4,0.20,3919.99
2625,CA-2017-127180,10/22/2017,10/24/2017,"First Class",TA-21385,TEC-PH-10001494,2399.60,8,0.00,647.89
2629,US-2017-165344,11/13/2017,11/15/2017,"First Class",SB-20290,TEC-MA-10002210,653.00,7,0.70,-935.96
2637,CA-2015-162369,8/15/2015,8/19/2015,"Standard Class",TT-21265,OFF-ST-10000046,323.10,2,0.00,61.39
2641,CA-2017-108441,6/12/2017,6/18/2017,"Standard Class",SB-20170,FUR-CH-10000595,858.24,4,0.10,143.04
2649,CA-2014-131002,9/7/2014,9/12/2014,"Second Class",TB-21400,FUR-FU-10004665,821.88,6,0.00,213.69
2651,US-2016-146794,9/26/2016,10/1/2016,"Standard Class",SH-19975,FUR-BO-10004467,424.96,5,0.15,20.00
2655,CA-2017-112515,9/17/2017,9/21/2017,"Second Class",AS-10225,FUR-BO-10003404,1292.94,3,0.00,77.58
2657,CA-2017-112515,9/17/2017,9/21/2017,"Second Class",AS-10225,OFF-ST-10001272,261.74,2,0.00,65.44
2660,CA-2015-135538,12/24/2015,12/28/2015,"Standard Class",HR-14830,FUR-CH-10004287,883.84,4,0.20,99.43
2661,CA-2017-123372,11/28/2017,12/2/2017,"Standard Class",DG-13300,TEC-PH-10002834,1979.89,11,0.00,494.97
2665,CA-2016-164784,5/1/2016,5/4/2016,"First Class",HF-14995,FUR-TA-10004534,370.62,3,0.40,-142.07
2672,CA-2014-126403,9/9/2014,9/12/2014,"Second Class",RR-19525,FUR-CH-10003761,785.88,6,0.00,212.19
2674,CA-2014-126403,9/9/2014,9/12/2014,"Second Class",RR-19525,OFF-ST-10000078,1325.85,5,0.00,238.65
2681,CA-2017-127026,1/21/2017,1/27/2017,"Standard Class",MH-18115,TEC-AC-10002049,619.95,5,0.00,111.59
2683,CA-2017-127026,1/21/2017,1/27/2017,"Standard Class",MH-18115,TEC-MA-10002981,350.97,3,0.10,152.09
2685,CA-2017-137085,6/29/2017,7/6/2017,"Standard Class",CT-11995,OFF-BI-10000632,312.55,9,0.20,101.58
2697,CA-2014-145317,3/18/2014,3/23/2014,"Standard Class",SM-20320,TEC-MA-10003626,821.30,4,0.50,-16.43
2698,CA-2014-145317,3/18/2014,3/23/2014,"Standard Class",SM-20320,TEC-MA-10002412,22638.48,6,0.50,-1811.08
2710,CA-2015-121797,1/30/2015,2/6/2015,"Standard Class",CC-12145,TEC-MA-10000488,1919.98,3,0.20,216.00
2714,CA-2014-110100,4/25/2014,4/29/2014,"Standard Class",LC-16885,TEC-PH-10004531,302.38,3,0.20,37.80
2718,CA-2014-100006,9/7/2014,9/13/2014,"Standard Class",DK-13375,TEC-PH-10002075,377.97,3,0.00,109.61
2726,CA-2017-149888,11/7/2017,11/13/2017,"Standard Class",EP-13915,TEC-PH-10003811,359.97,5,0.40,-71.99
